Popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_in min/ms,time_signature,Class
65.0,0.625,0.432,2.0,-11.948,1,0.0283,0.633,0.00242,0.127,0.361,137.926,360933.0,4,4
58.0,0.188,0.844,1.0,-4.223,0,0.067,0.00135,0.000509,0.0855,0.216,159.336,235013.0,4,5
49.0,0.492,0.75,8.0,-5.014,1,0.0526,0.000307,3.42e-05,0.0996,0.25,172.116,181241.0,4,5
41.0,0.592,0.585,7.0,-10.582,1,0.0535,0.00318,0.707,0.389,0.597,140.01,339104.0,4,5
26.0,0.689,0.208,7.0,-15.944,1,0.0344,0.96,0.635,0.0933,0.194,96.052,220514.0,4,2
53.0,0.439,0.971,11.0,-5.855,0,0.177,0.0148,1.34e-05,0.255,0.24,118.369,163880.0,4,0
19.0,0.751,0.624,7.0,-3.366,1,0.0519,0.000117,0.0566,0.305,0.71,125.854,279360.0,4,0
39.0,0.263,0.957,1.0,-4.867,1,0.149,0.00126,0.864,0.0756,0.151,179.512,256788.0,3,3
39.0,0.599,0.911,6.0,-5.715,0,0.0367,0.00553,0.00439,0.561,0.382,121.911,4.216216667,4,4
56.0,0.808,0.792,7.0,-4.436,1,0.113,0.0189,0.0115,0.0876,0.542,99.027,167876.0,4,4
30.0,0.692,0.843,11.0,-6.66,0,0.0351,0.448,0.0193,0.0876,0.974,147.306,137813.0,4,5
41.0,0.438,0.778,1.0,-7.452,1,0.0683,0.00269,0.779,0.0893,0.457,95.775,195987.0,4,5
59.0,0.435,0.901,10.0,-3.694,0,0.0429,0.000303,0.0072,0.185,0.547,143.646,279173.0,4,3
7.0,0.688,0.226,8.0,-13.052,1,0.114,0.974,0.867,0.158,0.638,76.927,181107.0,4,1
21.0,0.708,0.667,2.0,-6.45,1,0.0686,0.118,1.12e-05,0.119,0.648,121.993,275227.0,4,1
27.0,0.726,0.872,5.0,-7.641,0,0.0631,0.000243,0.162,0.144,0.578,123.999,110313.0,4,2
33.0,0.308,0.883,6.0,-7.931,1,0.171,0.00185,0.00043,0.214,0.255,111.604,216467.0,4,2
30.0,0.738,0.695,7.0,-5.593,0,0.0599,0.118,0.000101,0.174,0.774,116.681,223533.0,4,1
39.0,0.553,0.672,2.0,-10.917,0,0.0438,0.215,0.0127,0.103,0.582,137.414,186587.0,4,1
59.0,0.456,0.696,5.0,-10.0,1,0.0653,0.291,0.000207,0.0853,0.508,142.156,428133.0,4,5
93.0,0.634,0.285,9.0,-14.007,0,0.0807,0.937,0.000359,0.232,0.203,129.65,245897.0,4,4
46.0,0.241,0.973,1.0,-2.103,1,0.171,0.000104,0.0327,0.182,0.453,148.847,227981.0,3,3
34.0,0.477,0.67,1.0,-6.162,1,0.0292,0.000183,0.777,0.135,0.323,106.105,244845.0,4,1
48.0,0.555,0.667,2.0,-9.73,1,0.0626,0.0672,0.264,0.382,0.253,126.132,380093.0,4,2
59.0,0.669,0.656,9.0,-10.549,1,0.0413,0.00113,0.000252,0.0989,0.464,108.098,259866.0,4,5
76.0,0.674,0.789,8.0,-6.903,1,0.0676,0.00178,0.0071,0.0754,0.918,129.804,121160.0,4,5
55.0,0.484,0.862,11.0,-6.39,0,0.0278,0.0061,2.74e-05,0.547,0.565,106.922,294800.0,3,0
28.0,0.653,0.543,11.0,-7.154,0,0.026,0.0852,5.37e-06,0.295,0.419,97.029,219753.0,4,2
37.0,0.586,0.718,7.0,-7.834,1,0.0281,0.128,0.0273,0.197,0.763,90.972,248675.0,4,4
58.0,0.577,0.53,7.0,-6.749,1,0.0312,0.544,3.29e-06,0.103,0.22,85.471,241147.0,4,4
43.0,0.502,0.912,7.0,-5.603,1,0.0338,0.13,0.785,0.0717,0.204,139.875,212571.0,4,2
21.0,0.403,0.579,5.0,-8.123,0,0.0388,0.128,0.0219,0.096,0.236,100.019,209400.0,4,4
34.0,0.65,0.677,6.0,-7.187,1,0.0352,0.3,1.15e-06,0.362,0.506,154.006,217947.0,4,5
24.0,0.467,0.896,4.0,-3.31,1,0.0441,7.97e-05,0.358,0.3,0.145,109.953,242116.0,4,0
44.0,0.616,0.219,7.0,-11.807,1,0.087,0.987,0.000839,0.125,0.47,147.924,133091.0,4,2
64.0,0.479,0.865,5.0,-8.281,0,0.0339,3.1e-05,0.228,0.182,0.77,137.902,215203.0,4,5
42.0,0.278,0.962,8.0,-5.284,0,0.112,0.00229,1.07e-05,0.32,0.322,169.921,201547.0,4,2
36.0,0.385,0.972,3.0,-3.816,0,0.0648,0.000193,0.000413,0.302,0.398,141.041,186635.0,4,2
54.0,0.569,0.668,9.0,-6.109,0,0.0266,0.134,0.00408,0.0855,0.714,83.015,317187.0,4,5
34.0,0.428,0.979,1.0,-0.812,0,0.492,0.000958,0.0187,0.526,0.32,149.863,147200.0,4,3
14.0,0.461,0.777,2.0,-7.469,1,0.0306,0.388,0.923,0.291,0.525,163.043,283909.0,4,2
26.0,0.66,0.578,7.0,-5.27,1,0.0301,0.0248,0.00204,0.119,0.587,110.976,179884.0,4,2
36.0,0.367,0.856,1.0,-11.546,1,0.065,6.98e-05,0.00609,0.0492,0.322,167.849,220000.0,4,3
8.0,0.75,0.763,4.0,-5.367,0,0.0421,0.65,2.08e-06,0.0703,0.816,115.926,209307.0,4,1
32.0,0.575,0.17,5.0,-16.196,1,0.0535,0.901,0.0306,0.179,0.37,77.048,384337.0,4,1
60.0,0.433,0.288,6.0,-10.801,0,0.0296,0.535,0.000169,0.105,0.131,136.939,249400.0,3,5
38.0,0.713,0.661,10.0,-6.874,0,0.0271,0.177,0.0473,0.0991,0.83,107.039,273467.0,4,2
46.0,0.947,0.671,11.0,-8.916,0,0.243,0.0404,0.000966,0.0639,0.532,126.045,169867.0,4,2
19.0,0.38,0.539,4.0,-5.48,0,0.0284,0.505,2.17e-06,0.107,0.53,133.069,408413.0,3,1
65.0,0.578,0.894,2.0,-4.671,1,0.0593,0.00158,7.51e-06,0.383,0.522,139.99,153040.0,4,0
72.0,0.425,0.852,11.0,-5.607,1,0.046,0.0175,0.306,0.0935,0.512,101.968,321040.0,4,5
39.0,0.434,0.974,7.0,-6.188,1,0.152,0.000127,0.000171,0.956,0.12,125.016,226865.0,4,0
30.0,0.613,0.768,4.0,-12.483,0,0.048,0.0773,0.933,0.119,0.747,170.899,247250.0,4,2
42.0,0.326,0.442,9.0,-14.63,1,0.0815,0.245,0.539,0.111,0.209,98.975,266653.0,5,3
28.0,0.453,0.819,5.0,-10.938,1,0.169,0.00336,0.0021,0.891,0.45,139.127,470667.0,4,5
44.0,0.54,0.728,9.0,-7.253,1,0.0829,0.0848,4.45e-05,0.0379,0.616,159.994,178500.0,4,5
52.0,0.402,0.931,6.0,-4.455,1,0.0562,0.000277,0.00403,0.243,0.32,102.185,204844.0,4,5
37.0,0.696,0.598,7.0,-5.413,1,0.0301,0.0146,0.000517,0.104,0.515,132.941,209661.0,4,0
36.0,0.716,0.322,8.0,-12.394,1,0.0387,0.966,0.858,0.103,0.629,171.485,169413.0,4,1
37.0,0.35,0.835,9.0,-4.386,1,0.112,0.00257,0.00014,0.355,0.587,126.778,143853.0,4,5
38.0,0.584,0.793,9.0,-6.004,0,0.0532,0.134,3.88e-06,0.0532,0.512,92.028,217973.0,4,5
65.0,0.464,0.612,9.0,-12.019,1,0.0591,0.116,0.00559,0.171,0.496,91.499,474400.0,4,3
58.0,0.633,0.451,3.0,-9.66,1,0.133,0.75,0.0581,0.0995,0.475,162.112,244883.0,4,2
49.0,0.553,0.653,5.0,-4.668,1,0.0392,0.296,0.007,0.0596,0.538,166.355,150183.0,3,2
42.0,0.555,0.606,11.0,-5.806,1,0.0294,0.00882,5.59e-06,0.118,0.147,93.016,242045.0,4,4
62.0,0.576,0.894,9.0,-4.659,1,0.0404,0.0351,0.0896,0.23,0.304,128.077,237772.0,4,2
13.0,0.576,0.693,9.0,-9.936,1,0.0374,0.546,0.109,0.186,0.908,159.786,285093.0,3,1
42.0,0.852,0.156,6.0,-9.703,1,0.221,0.757,0.0893,0.11,0.26,118.035,200339.0,4,2
34.0,0.469,0.741,1.0,-6.628,1,0.0414,0.328,3.4e-05,0.0996,0.673,114.583,241816.0,5,4
29.0,0.501,0.652,1.0,-10.403,1,0.0319,0.0262,0.346,0.173,0.476,142.013,523467.0,4,5
32.0,0.539,0.996,6.0,-2.57,1,0.0405,0.000895,0.91,0.331,0.656,130.01,265837.0,4,2
31.0,0.7,0.542,9.0,-4.986,1,0.0294,0.0283,0.0977,0.246,0.945,93.981,129139.0,4,2
48.0,0.598,0.751,6.0,-5.869,1,0.0327,0.0299,1.64e-06,0.139,0.671,120.033,187768.0,4,5
49.0,0.522,0.853,11.0,-5.861,1,0.0383,7.44e-05,0.582,0.131,0.637,140.727,211440.0,4,5
57.0,0.263,0.97,5.0,-4.182,0,0.163,0.00338,0.000795,0.0922,0.17,151.729,397827.0,4,3
34.0,0.626,0.486,4.0,-9.638,0,0.135,0.253,0.0207,0.344,0.472,124.484,400040.0,4,2
76.0,0.596,0.448,5.0,-9.616,1,0.0396,0.365,5.3e-06,0.206,0.796,83.293,264504.0,4,5
57.0,0.374,0.991,9.0,-1.101,1,0.0813,0.38,0.000719,0.0929,0.51,95.105,2.72155,4,5
42.0,0.397,0.542,5.0,-9.699,1,0.0295,0.0427,0.00575,0.117,0.509,150.189,285843.0,4,5
38.0,0.949,0.7,8.0,-8.091,1,0.0832,0.251,0.0343,0.183,0.86,119.927,220693.0,4,2
27.0,0.98,0.529,11.0,-9.665,0,0.219,0.165,0.0773,0.0887,0.285,126.004,219524.0,4,4
26.0,0.689,0.424,7.0,-6.599,1,0.217,0.964,7.27e-06,0.578,0.545,129.533,211053.0,4,4
72.0,0.396,0.473,10.0,-7.67,0,0.0345,0.326,0.000124,0.109,0.385,133.449,219027.0,4,5
37.0,0.848,0.651,9.0,-8.465,1,0.0657,0.0849,0.00139,0.138,0.844,88.818,154009.0,4,1
38.0,0.301,0.887,4.0,-3.68,1,0.0525,0.00237,1.6e-05,0.197,0.622,176.054,217246.0,4,5
36.0,0.402,0.821,7.0,-10.185,1,0.0341,2.59e-06,0.32,0.113,0.713,75.512,180069.0,4,5
37.0,0.621,0.602,9.0,-7.796,0,0.0279,0.000316,0.853,0.134,0.609,116.011,230152.0,4,2
32.0,0.649,0.71,4.0,-6.656,0,0.0875,0.424,0.0243,0.118,0.733,149.928,145480.0,4,1
55.0,0.526,0.786,11.0,-7.291,1,0.0301,0.00237,3.24e-05,0.266,0.764,113.09,216773.0,4,5
49.0,0.58,0.798,11.0,-6.999,1,0.0259,0.141,0.00411,0.215,0.506,93.011,210360.0,4,2
47.0,0.494,0.657,7.0,-7.543,1,0.0397,0.0632,0.449,0.0849,0.737,118.194,645000.0,4,0
55.0,0.463,0.908,10.0,-4.373,0,0.0756,0.00893,2.82e-06,0.366,0.459,99.993,204745.0,4,5
46.0,0.696,0.79,8.0,-4.633,0,0.0438,0.00279,6.18e-05,0.172,0.555,115.015,176413.0,4,0
47.0,0.646,0.913,10.0,-2.811,1,0.0376,0.0206,1.15e-06,0.14,0.662,119.996,272467.0,4,5
60.0,0.577,0.676,8.0,-11.931,1,0.0295,0.000895,2.29e-06,0.0625,0.676,95.98,245267.0,4,3
33.0,0.413,0.44,4.0,-9.951,1,0.0299,0.0663,0.0565,0.126,0.271,140.482,226825.0,4,0
41.0,0.315,0.875,9.0,-4.709,0,0.0752,0.00194,2.79e-06,0.298,0.142,160.015,272418.0,4,3
41.0,0.733,0.762,3.0,-6.516,0,0.068,0.000433,0.901,0.384,0.749,130.005,288000.0,4,0
58.0,0.282,0.932,9.0,-4.701,1,0.0387,0.12,0.0335,0.0692,0.536,190.08,255893.0,4,2
53.0,0.192,0.737,1.0,-5.319,0,0.0835,3.78e-05,0.000712,0.14,0.266,83.763,243853.0,5,5
32.0,0.45,0.898,9.0,-7.959,1,0.0364,6.07e-05,0.0863,0.226,0.702,143.988,330481.0,4,5
66.0,0.395,0.756,7.0,-4.12,1,0.0544,1.74e-05,0.00665,0.319,0.475,112.092,304373.0,4,3
35.0,0.601,0.689,11.0,-5.826,0,0.0411,0.255,0.00469,0.226,0.852,89.982,185227.0,4,2
49.0,0.58,0.798,11.0,-6.999,1,0.0259,0.141,0.00411,0.215,0.506,93.011,210360.0,4,4
40.0,0.569,0.499,9.0,-13.927,0,0.0506,0.166,0.0455,0.0738,0.496,169.963,235000.0,4,3
32.0,0.654,0.658,2.0,-5.565,1,0.0293,0.339,9.03e-06,0.318,0.47,125.056,227453.0,4,0
11.0,0.137,0.833,8.0,-7.031,1,0.0633,5.15e-05,0.305,0.0933,0.22,157.976,296078.0,4,5
53.0,0.377,0.402,5.0,-8.564,1,0.0295,0.536,0.786,0.117,0.0415,159.819,257972.0,4,3
43.0,0.208,0.498,8.0,-3.294,1,0.0533,0.000402,0.827,0.357,0.0382,124.635,453440.0,4,2
47.0,0.654,0.621,11.0,-8.555,1,0.0328,0.384,4.06e-06,0.119,0.41,113.955,233448.0,4,5
42.0,0.802,0.591,10.0,-6.127,0,0.0848,0.0444,5.96e-05,0.266,0.757,113.012,186722.0,4,4
38.0,0.312,0.543,9.0,-7.952,1,0.0313,0.0304,0.18,0.107,0.199,133.17,316777.0,4,5
70.0,0.426,0.228,2.0,-10.552,1,0.0322,0.198,0.13,0.0832,0.0822,147.994,343253.0,4,2
67.0,0.432,0.886,8.0,-3.991,1,0.0341,9.2e-05,4.74e-05,0.338,0.248,76.04,307645.0,4,5
71.0,0.305,0.833,6.0,-7.981,1,0.0398,0.000327,2.36e-05,0.091,0.586,100.675,206773.0,4,5
39.0,0.425,0.936,2.0,-4.276,1,0.037,2.98e-06,0.823,0.0466,0.499,138.007,238560.0,4,5
29.0,0.324,0.798,2.0,-8.417,1,0.031,0.0518,5.82e-06,0.256,0.534,168.132,172217.0,4,0
45.0,0.53,0.888,5.0,-5.128,1,0.0282,0.132,0.0321,0.425,0.833,136.123,203173.0,4,5
40.0,0.373,0.948,11.0,-5.94,0,0.107,2.43e-05,0.0573,0.126,0.195,159.996,256040.0,4,3
36.0,0.494,0.767,9.0,-6.291,1,0.0342,0.0726,0.02,0.194,0.627,150.076,190586.0,4,3
77.0,0.273,0.952,11.0,-8.762,1,0.0843,0.0169,0.0111,0.142,0.472,100.271,6.76066667,4,5
49.0,0.457,0.884,9.0,-9.954,1,0.0675,0.02,4.17e-05,0.09,0.682,151.747,207427.0,4,0
79.0,0.673,0.902,2.0,-2.392,1,0.0346,0.0591,0.000262,0.0558,0.538,100.012,194240.0,4,5
57.0,0.557,0.833,10.0,-4.559,1,0.0663,0.00226,3.25e-06,0.161,0.815,125.205,253307.0,4,0
73.0,0.486,0.449,5.0,-10.298,1,0.0267,0.166,2.23e-06,0.54,0.549,100.456,254293.0,4,5
52.0,0.42,0.967,1.0,-3.963,0,0.101,1.68e-05,0.000809,0.2,0.452,149.973,317309.0,3,3
25.0,0.263,0.893,4.0,-7.15,0,0.0812,3.91e-06,0.88,0.136,0.0598,200.057,184360.0,4,3
30.0,0.551,0.885,9.0,-6.242,1,0.0424,0.212,0.086,0.53,0.789,120.033,221208.0,4,2
53.0,0.444,0.884,7.0,-6.104,1,0.119,0.00751,8.94e-05,0.116,0.296,94.82,220587.0,4,0
67.0,0.346,0.749,6.0,-6.506,1,0.035,0.00167,8.86e-05,0.648,0.315,102.591,443240.0,4,3
41.0,0.695,0.928,5.0,-5.33,0,0.0288,0.0591,0.732,0.115,0.639,120.998,247827.0,4,2
63.0,0.4,0.959,2.0,-3.258,0,0.103,0.000187,4.21e-06,0.231,0.339,149.062,230093.0,4,3
44.0,0.195,0.941,11.0,-3.412,0,0.128,0.0486,0.00654,0.706,0.321,177.504,430133.0,4,1
33.0,0.575,0.843,7.0,-6.44,0,0.392,0.177,3.71e-05,0.238,0.631,109.987,205091.0,4,2
23.0,0.576,0.974,6.0,-4.244,0,0.12,0.00127,0.00434,0.116,0.343,106.472,151935.0,4,3
56.0,0.62,0.532,2.0,-7.297,1,0.023,0.0392,0.0245,0.112,0.369,143.993,252293.0,4,0
43.0,0.404,0.996,6.0,-2.738,1,0.141,4.34e-06,0.162,0.303,0.185,187.018,245853.0,4,3
41.0,0.383,0.475,11.0,-11.842,0,0.0278,0.00706,0.759,0.108,0.339,141.423,383101.0,4,2
42.0,0.736,0.439,3.0,-11.845,1,0.0396,0.222,0.218,0.31,0.432,80.493,223800.0,4,0
25.0,0.484,0.863,10.0,-7.548,1,0.0465,0.00198,0.582,0.0667,0.623,133.052,186500.0,4,2
32.0,0.546,0.847,2.0,-9.797,1,0.0473,0.000301,0.866,0.0935,0.314,108.495,320416.0,4,3
45.0,0.588,0.162,3.0,-15.891,1,0.0334,0.911,0.436,0.107,0.401,86.967,188545.0,4,2
69.0,0.845,0.583,9.0,-5.948,0,0.0773,0.114,0.000536,0.1,0.842,149.941,200584.0,4,2
53.0,0.598,0.906,7.0,-3.435,1,0.0447,0.00931,3.95e-05,0.16,0.525,97.007,172280.0,4,4
38.0,0.482,0.255,1.0,-12.156,1,0.0339,0.788,0.017,0.17,0.382,87.309,275687.0,4,0
49.0,0.523,0.568,9.0,-12.584,1,0.0751,0.652,0.00534,0.1,0.813,135.448,259760.0,4,1
30.0,0.291,0.846,4.0,-8.196,1,0.0485,0.0531,0.792,0.239,0.593,77.952,217360.0,4,5
28.0,0.516,0.933,1.0,-4.541,0,0.149,9.72e-05,0.715,0.149,0.386,128.632,257347.0,4,2
40.0,0.356,0.856,7.0,-4.278,1,0.0499,0.000146,0.00481,0.0947,0.582,133.076,185094.0,4,5
47.0,0.654,0.6,1.0,-6.174,1,0.264,0.0011,0.882,0.0403,0.406,130.166,203731.0,4,2
31.0,0.532,0.9,8.0,-4.997,1,0.0652,0.0134,3.6e-05,0.231,0.339,141.944,177562.0,4,3
31.0,0.263,0.534,5.0,-6.338,0,0.0345,0.174,0.0929,0.15,0.52,178.576,391307.0,3,1
33.0,0.729,0.617,3.0,-9.044,0,0.0483,0.125,0.00138,0.115,0.693,108.387,136760.0,1,5
37.0,0.604,0.0518,6.0,-14.453,1,0.0506,0.82,9.22e-05,0.119,0.399,133.217,183312.0,4,1
58.0,0.384,0.513,11.0,-8.664,0,0.0567,0.725,2.92e-05,0.131,0.265,104.878,201747.0,4,4
55.0,0.787,0.699,4.0,-3.405,0,0.0384,0.69,3.56e-06,0.152,0.611,108.022,217778.0,4,4
58.0,0.592,0.805,2.0,-7.995,1,0.0371,0.000128,0.000211,0.0916,0.505,116.072,216787.0,4,0
16.0,0.0646,0.995,6.0,-7.07,0,0.143,7.39e-05,0.868,0.295,0.0351,204.316,214544.0,4,3
18.0,0.485,0.884,4.0,-3.412,1,0.038,0.0664,0.000515,0.215,0.446,138.096,256120.0,4,2
40.0,0.484,0.94,4.0,-4.849,0,0.0787,0.0807,0.00215,0.101,0.811,157.896,197781.0,4,1
41.0,0.609,0.796,9.0,-8.157,1,0.0331,0.0186,0.921,0.626,0.819,155.046,197000.0,4,2
36.0,0.606,0.679,5.0,-6.091,0,0.0684,0.075,0.00274,0.677,0.964,183.8,238667.0,4,5
24.0,0.39,0.407,9.0,-9.737,1,0.0284,0.00317,0.00632,0.129,0.681,95.75,247307.0,4,1
24.0,0.462,0.248,5.0,-13.261,0,0.0306,0.842,2.29e-05,0.0723,0.116,106.439,267065.0,3,2
42.0,0.731,0.719,10.0,-9.163,0,0.0498,0.0222,0.452,0.104,0.134,119.984,226000.0,4,2
41.0,0.532,0.943,7.0,-3.033,1,0.0925,6.13e-05,0.489,0.0717,0.759,134.676,216284.0,4,2
47.0,0.486,0.944,7.0,-3.924,1,0.0552,5.25e-05,0.00931,0.103,0.573,108.799,214040.0,4,3
41.0,0.374,0.849,5.0,-6.812,0,0.0437,0.0231,0.267,0.335,0.644,177.768,292354.0,4,1
69.0,0.262,0.777,11.0,-8.671,1,0.0632,0.0109,0.113,0.12,0.264,152.5,182733.0,4,5
78.0,0.413,0.873,8.0,-4.151,1,0.0536,0.000264,0.00249,0.204,0.48,116.68,218933.0,3,3
54.0,0.632,0.559,5.0,-10.49,1,0.0674,0.854,0.000103,0.127,0.884,182.942,151427.0,4,5
34.0,0.561,0.704,9.0,-6.062,1,0.0232,0.0412,0.857,0.217,0.678,98.99,219475.0,4,2
48.0,0.567,0.539,10.0,-8.745,1,0.0333,0.00458,0.406,0.109,0.372,81.989,297501.0,4,2
28.0,0.242,0.948,5.0,-6.003,1,0.066,4.8e-05,0.000951,0.215,0.601,147.049,235013.0,4,5
37.0,0.483,0.6,5.0,-11.83,1,0.0323,0.159,0.299,0.521,0.655,109.925,229960.0,4,5
60.0,0.342,0.976,2.0,-4.986,1,0.0573,0.00443,0.0175,0.0974,0.733,166.663,242293.0,4,5
66.0,0.674,0.771,7.0,-5.612,1,0.0246,0.28,0.0318,0.133,0.718,109.618,333720.0,4,5
23.0,0.224,0.889,5.0,-6.345,1,0.0672,0.0116,8.74e-05,0.411,0.34,134.936,210573.0,4,0
39.0,0.556,0.541,4.0,-6.018,1,0.0292,0.00476,0.0171,0.128,0.553,96.531,175421.0,4,0
78.0,0.737,0.828,11.0,-4.711,1,0.0396,0.0149,0.000588,0.0862,0.517,124.051,208474.0,4,4
61.0,0.605,0.299,6.0,-11.192,0,0.0264,0.751,0.474,0.0943,0.181,109.008,212467.0,4,2
56.0,0.468,0.362,9.0,-10.704,1,0.0262,0.29,0.00529,0.128,0.257,140.031,315491.0,3,5
71.0,0.562,0.383,6.0,-15.474,1,0.0304,0.143,0.124,0.138,0.599,93.764,206760.0,3,0
54.0,0.476,0.666,9.0,-9.309,1,0.0346,0.297,0.103,0.0316,0.855,182.107,253867.0,4,5
26.0,0.7,0.828,10.0,-6.303,0,0.0577,0.00749,3.67e-06,0.044,0.756,110.01,229733.0,4,4
42.0,0.786,0.811,4.0,-4.85,1,0.276,0.0191,0.726,0.363,0.619,120.068,235000.0,4,2
33.0,0.496,0.947,2.0,-2.332,1,0.0555,0.000148,0.000201,0.366,0.328,105.006,257114.0,4,3
27.0,0.443,0.974,11.0,-5.784,0,0.0678,0.000847,0.868,0.789,0.571,196.766,87865.0,4,2
25.0,0.138,0.951,10.0,-3.951,0,0.178,2.22e-05,0.484,0.244,0.0262,140.345,478302.0,4,3
65.0,0.441,0.684,9.0,-7.495,0,0.031,0.374,0.000848,0.108,0.971,199.001,141000.0,4,2
47.0,0.516,0.824,10.0,-10.027,0,0.0363,0.0695,0.753,0.236,0.882,102.044,311519.0,4,3
76.0,0.47,0.709,7.0,-4.563,1,0.0299,0.00124,0.00121,0.302,0.247,98.036,241360.0,4,5
43.0,0.74,0.895,1.0,-4.529,0,0.0415,0.354,0.402,0.0548,0.895,107.411,263227.0,4,5
38.0,0.267,0.936,11.0,-6.517,1,0.134,0.00681,0.253,0.721,0.113,133.286,756547.0,4,3
60.0,0.747,0.571,9.0,-12.9,0,0.086,0.48,1.05e-06,0.242,0.965,91.838,220093.0,4,0
29.0,0.46,0.927,10.0,-3.642,1,0.0794,0.000272,2.18e-06,0.268,0.561,128.175,199293.0,4,5
46.0,0.447,0.913,1.0,-4.842,1,0.0551,1.02e-05,0.0706,0.0767,0.254,140.055,202286.0,4,5
60.0,0.368,0.769,4.0,-5.002,1,0.0731,0.000153,0.919,0.0657,0.378,187.239,196804.0,4,2
67.0,0.478,0.965,10.0,-5.022,1,0.0642,0.000169,0.00251,0.0854,0.347,125.152,262000.0,4,4
10.0,0.64,0.873,4.0,-5.221,0,0.0527,0.055,9.86e-05,0.0579,0.699,118.001,176962.0,4,5
38.0,0.378,0.611,9.0,-6.396,1,0.0335,0.000928,0.863,0.11,0.159,139.9,268800.0,4,2
34.0,0.356,0.963,5.0,-4.216,0,0.15,0.000296,0.000435,0.346,0.352,180.015,197167.0,4,3
57.0,0.608,0.642,2.0,-7.978,1,0.0251,0.17,0.0667,0.166,0.608,87.703,289160.0,4,5
43.0,0.31,0.61,4.0,-9.415,0,0.0723,0.147,0.000476,0.179,0.144,88.132,1385907.0,4,5
35.0,0.455,0.918,4.0,-8.666,1,0.0527,0.00706,0.0399,0.278,0.97,192.586,127627.0,4,5
70.0,0.636,0.72,11.0,-6.195,1,0.0432,0.0893,0.0178,0.0868,0.425,124.944,235813.0,4,2
38.0,0.568,0.928,5.0,-8.907,0,0.0705,0.00135,0.000801,0.387,0.499,115.032,184554.0,4,3
42.0,0.353,0.92,9.0,-2.339,1,0.0436,1.65e-05,0.000136,0.157,0.413,95.242,170187.0,4,2
40.0,0.608,0.849,2.0,-6.66,1,0.0389,0.00371,0.0259,0.112,0.644,101.517,235720.0,4,1
22.0,0.197,0.962,9.0,-6.897,0,0.114,0.0007,0.736,0.343,0.0399,167.144,313000.0,3,3
56.0,0.36,0.895,9.0,-3.795,1,0.117,0.0329,1.18e-06,0.06,0.424,168.214,182680.0,4,5
21.0,0.45,0.923,2.0,-7.518,1,0.102,0.0473,0.0882,0.325,0.529,185.989,210200.0,4,0
79.0,0.705,0.814,4.0,-5.466,0,0.0346,0.00115,0.00312,0.203,0.259,110.0,223279.0,4,0
35.0,0.298,0.677,6.0,-8.85,1,0.0888,0.00416,0.00297,0.088,0.344,129.397,216239.0,4,5
48.0,0.823,0.569,7.0,-9.301,0,0.0498,0.0571,0.00242,0.0938,0.831,111.974,258316.0,4,2
66.0,0.699,0.579,1.0,-6.504,1,0.0416,0.267,0.00602,0.452,0.128,109.948,247613.0,4,2
40.0,0.514,0.926,1.0,-6.579,0,0.0349,2.3e-06,0.857,0.126,0.173,129.027,194453.0,4,3
27.0,0.269,0.207,1.0,-13.212,0,0.0627,0.989,0.00108,0.193,0.367,111.391,238881.0,3,2
52.0,0.402,0.931,6.0,-4.455,1,0.0562,0.000277,0.00403,0.243,0.32,102.185,204844.0,4,2
59.0,0.386,0.916,2.0,-5.955,1,0.0741,0.105,0.00991,0.325,0.775,135.642,238107.0,4,0
34.0,0.454,0.993,6.0,-2.521,1,0.205,0.00104,0.000315,0.36,0.149,130.032,200308.0,3,3
31.0,0.555,0.662,7.0,-8.373,1,0.0379,0.102,0.0317,0.101,0.271,84.875,137520.0,4,3
67.0,0.238,0.967,4.0,-2.602,0,0.136,0.000213,1.18e-06,0.26,0.58,170.128,252003.0,4,3
89.0,0.795,0.655,7.0,-3.815,1,0.0422,0.076,1.76e-06,0.296,0.744,93.029,215891.0,4,4
36.0,0.712,0.908,6.0,-7.414,1,0.221,0.128,0.000167,0.383,0.408,98.946,288027.0,4,0
42.0,0.338,0.721,4.0,-5.735,0,0.0587,0.00182,2.03e-05,0.349,0.381,80.774,220468.0,4,4
33.0,0.849,0.423,5.0,-12.877,0,0.11,0.763,0.0394,0.278,0.414,136.143,137647.0,4,4
45.0,0.578,0.826,5.0,-7.537,1,0.0405,2.16e-05,0.676,0.188,0.376,110.049,209498.0,4,3
49.0,0.593,0.464,7.0,-16.925,1,0.0374,0.509,0.000214,0.166,0.763,113.001,316667.0,4,1
49.0,0.794,0.695,3.0,-5.998,0,0.0451,0.185,4.39e-06,0.0796,0.695,123.018,144790.0,4,4
14.0,0.584,0.804,7.0,-6.094,1,0.0619,0.000968,0.635,0.284,0.635,159.953,161037.0,4,4
64.0,0.545,0.578,2.0,-8.745,1,0.0406,0.0114,6.57e-05,0.0692,0.819,128.038,238907.0,4,2
56.0,0.579,0.973,5.0,-2.152,0,0.09,0.000145,0.0567,0.226,0.677,116.025,237347.0,4,5
49.0,0.442,0.958,5.0,-1.841,0,0.0848,0.0252,3.46e-06,0.259,0.304,149.884,246400.0,4,5
49.0,0.817,0.86,10.0,-4.283,1,0.0457,0.0497,0.00109,0.0879,0.843,124.11,231282.0,4,2
